ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
27,Hamburg,Hamburg Open,19/05/2026,ATP500,Outdoor,Clay,1st Round,3,Kovacevic A.,Gea A.,94,140,649,436,6,2,7,6,"	",,,,,,2,0,Completed,2.1,1.73,,,2.23,1.73,2.15,1.68,2.38,1.71
27,Hamburg,Hamburg Open,19/05/2026,ATP500,Outdoor,Clay,1st Round,3,Darderi L.,Burruchaga R.,16,66,2260,833,6,3,7,6,"	",,,,,,2,0,Completed,1.5,2.63,,,1.53,2.7,1.47,2.62,1.6,2.62
27,Hamburg,Hamburg Open,19/05/2026,ATP500,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Kopriva V.,5,63,4060,856,7,5,6,1,"	",,,,,,2,0,Completed,1.44,2.75,,,1.44,3,1.4,2.84,1.5,2.98
27,Hamburg,Hamburg Open,19/05/2026,ATP500,Outdoor,Clay,1st Round,3,Khachanov K.,Gaston H.,15,120,2320,527,3,6,6,3,7,6,,,,,2,1,Completed,1.2,4.5,,,1.22,4.8,1.19,4.41,1.24,4.9
27,Hamburg,Hamburg Open,19/05/2026,ATP500,Outdoor,Clay,1st Round,3,Humbert U.,Engel J.,34,190,1280,316,6,3,3,6,7,6,,,,,2,1,Completed,1.29,3.75,,,1.3,3.9,1.26,3.69,1.28,4.4
27,Hamburg,Hamburg Open,19/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Altmaier D.,Shelton B.,65,6,843,4030,4,6,7,6,6,4,,,,,2,1,Completed,3,1.4,,,3,1.44,2.8,1.42,2.86,1.53
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Kovacevic A.,Auger-Aliassime F.,94,5,649,4060,4,6,7,5,6,4,,,,,2,1,Completed,7,1.1,,,7.5,1.13,6.33,1.11,8,1.13
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Buse I.,Mensik J.,57,28,893,1510,6,0,6,3,"	",,,,,,2,0,Completed,2.38,1.57,,,2.38,1.62,2.3,1.58,2.4,1.66
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Paul T.,Etcheverry T.,26,25,1625,1630,6,7,7,6,7,6,,,,,2,1,Completed,1.44,2.75,,,1.53,2.75,1.48,2.58,1.6,2.62
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Humbert U.,Khachanov K.,34,15,1280,2320,6,3,3,6,7,6,,,,,2,1,Completed,3.2,1.36,,,3.3,1.37,3.09,1.35,3.25,1.44
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,De Minaur A.,Davidovich Fokina A.,9,23,3665,1820,6,2,4,6,6,4,,,,,2,1,Completed,1.62,2.3,,,1.67,2.3,1.62,2.25,1.69,2.42
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Ugo Carabelli C.,Tiafoe F.,68,21,825,1905,7,6,7,6,"	",,,,,,2,0,Completed,2.1,1.73,,,2.1,1.8,2.02,1.77,2.08,1.9
27,Hamburg,Hamburg Open,20/05/2026,ATP500,Outdoor,Clay,2nd Round,3,Darderi L.,Hanfmann Y.,16,55,2260,899,7,6,7,5,"	",,,,,,2,0,Completed,1.44,2.75,,,1.45,2.8,1.44,2.7,1.49,2.86
27,Hamburg,Hamburg Open,21/05/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Buse I.,Humbert U.,57,34,893,1280,6,3,5,7,6,3,,,,,2,1,Completed,1.3,3.5,,,1.33,3.5,1.3,3.39,1.35,3.75
27,Hamburg,Hamburg Open,21/05/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Paul T.,Altmaier D.,26,65,1625,843,6,2,7,5,"	",,,,,,2,0,Completed,1.4,3,,,1.43,3,1.41,2.84,1.46,3.1
27,Hamburg,Hamburg Open,21/05/2026,ATP500,Outdoor,Clay,Quarterfinals,3,Kovacevic A.,Ugo Carabelli C.,94,68,649,825,6,4,6,7,6,2,,,,,2,1,Completed,3,1.4,,,3.1,1.44,2.96,1.38,3.25,1.44
27,Hamburg,Hamburg Open,21/05/2026,ATP500,Outdoor,Clay,Quarterfinals,3,De Minaur A.,Darderi L.,9,16,3665,2260,6,0,6,3,,"	",,,,,2,0,Completed,1.8,2,,,1.85,2,1.81,1.96,1.93,2.06
27,Hamburg,Hamburg Open,22/05/2026,ATP500,Outdoor,Clay,Semifinals,3,Buse I.,Kovacevic A.,57,94,893,649,6,1,6,4,,"	",,,,,2,0,Completed,1.29,3.75,,,1.33,3.75,1.31,3.35,1.35,3.75
27,Hamburg,Hamburg Open,22/05/2026,ATP500,Outdoor,Clay,Semifinals,3,Paul T.,De Minaur A.,26,9,1625,3665,2,6,6,3,6,3,,,,,2,1,Completed,2.38,1.57,,,2.38,1.67,2.26,1.6,2.4,1.7
27,Hamburg,Hamburg Open,23/05/2026,ATP500,Outdoor,Clay,The Final,3,Buse I.,Paul T.,57,26,893,1625,7,6,4,6,6,3,,,,,2,1,Completed,2.38,1.57,,,2.4,1.72,2.29,1.6,2.46,1.67
